carat,cut,depth,table
2.0,Premium,60.3,57.0
1.63,Premium,59.7,62.0
2.1,Premium,58.3,54.0
1.4,Premium,58.8,61.0
2.01,Premium,62.0,59.0
2.01,Premium,62.8,58.0
2.01,Premium,61.4,60.0
1.59,Premium,63.0,58.0
1.75,Premium,60.6,60.0
1.57,Premium,62.3,59.0
1.52,Premium,62.5,59.0
2.01,Premium,60.8,59.0
2.02,Premium,61.6,58.0
1.51,Premium,60.7,60.0
2.11,Premium,61.0,58.0
2.11,Premium,60.7,60.0
2.01,Fair,56.2,63.0
2.08,Premium,59.7,59.0
2.04,Fair,67.4,56.0
2.04,Premium,60.6,61.0
2.15,Premium,62.2,56.0
1.83,Premium,62.0,57.0
2.03,Premium,60.1,58.0
2.1,Premium,59.1,58.0
1.52,Premium,62.7,59.0
1.53,Premium,62.6,57.0
2.3,Premium,59.6,59.0
1.53,Premium,60.8,60.0
2.58,Fair,65.2,59.0
1.52,Premium,60.2,58.0
2.22,Fair,64.4,58.0
1.72,Premium,62.7,58.0
1.58,Premium,61.4,61.0
2.0,Premium,59.1,59.0
1.54,Premium,59.8,58.0
1.75,Premium,60.6,60.0
1.58,Premium,62.1,59.0
1.51,Premium,61.5,58.0
2.03,Premium,62.7,59.0
2.01,Premium,61.8,61.0
1.13,Premium,60.0,58.0
1.13,Premium,59.8,60.0
1.51,Premium,60.7,60.0
2.11,Premium,60.7,60.0
2.0,Fair,65.9,58.0
2.11,Premium,61.0,58.0
1.51,Premium,62.0,57.0
2.0,Premium,59.3,62.0
1.54,Fair,64.7,56.0
1.5,Premium,59.4,62.0
2.02,Fair,64.5,60.0
1.54,Premium,61.0,59.0
1.53,Premium,61.8,59.0
1.5,Fair,65.4,53.0
1.71,Premium,58.8,60.0
2.0,Fair,59.8,68.0
2.01,Fair,65.9,57.0
2.01,Premium,61.0,60.0
0.31,Premium,61.7,58.0
0.31,Premium,61.0,60.0
0.32,Fair,64.4,54.0
0.32,Premium,60.7,62.0
2.18,Premium,59.4,61.0
2.11,Premium,60.9,59.0
2.11,Fair,65.0,56.0
1.51,Premium,58.3,59.0
1.51,Premium,61.5,58.0
1.58,Premium,62.1,59.0
1.32,Fair,58.0,66.0
1.51,Premium,58.6,62.0
2.08,Premium,62.8,60.0
1.64,Premium,62.8,59.0
1.41,Premium,58.8,59.0
1.73,Premium,62.2,59.0
2.06,Premium,62.6,58.0
2.02,Premium,61.7,61.0
1.7,Premium,61.4,58.0
1.68,Premium,60.7,62.0
2.01,Premium,60.5,59.0
2.12,Premium,62.3,58.0
1.72,Premium,62.4,62.0
1.51,Premium,59.6,57.0
1.52,Premium,59.8,58.0
1.37,Premium,59.4,60.0
1.53,Premium,61.8,59.0
1.13,Premium,59.8,60.0
1.7,Premium,59.8,59.0
1.51,Premium,60.6,59.0
1.51,Premium,59.6,58.0
1.52,Premium,60.9,61.0
1.51,Premium,61.6,57.0
2.2,Premium,61.5,58.0
2.13,Premium,62.4,56.0
1.51,Premium,62.7,58.0
1.51,Premium,62.5,59.0
2.0,Fair,65.2,56.0
2.05,Premium,60.3,59.0
2.23,Premium,60.5,61.0
1.73,Premium,60.6,59.0
1.5,Premium,60.3,60.0
1.2,Premium,62.3,59.0
1.5,Premium,62.5,59.0
1.5,Fair,64.4,56.0
2.14,Premium,60.1,58.0
2.04,Premium,61.3,60.0
2.04,Fair,65.4,55.0
1.54,Premium,60.9,59.0
2.29,Fair,56.8,66.0
1.9,Premium,62.9,61.0
1.64,Premium,61.3,58.0
1.5,Premium,61.2,59.0
1.52,Premium,59.8,58.0
1.52,Premium,59.5,61.0
1.52,Premium,59.2,61.0
1.51,Fair,65.0,58.0
2.01,Premium,60.5,58.0
2.01,Premium,61.2,62.0
1.51,Premium,62.4,60.0
2.02,Premium,61.1,58.0
2.06,Premium,61.1,57.0
2.03,Premium,59.8,59.0
1.53,Premium,61.3,59.0
2.05,Premium,62.1,56.0
2.03,Premium,62.1,59.0
1.51,Premium,62.5,59.0
1.51,Premium,62.7,58.0
1.72,Premium,61.4,59.0
2.08,Premium,62.2,60.0
2.05,Premium,60.0,58.0
1.64,Premium,61.8,59.0
2.01,Premium,60.4,61.0
1.51,Premium,61.8,56.0
1.49,Premium,60.8,62.0
2.0,Fair,66.3,54.0
2.23,Premium,59.4,59.0
1.98,Fair,58.3,69.0
2.06,Premium,62.6,58.0
1.73,Premium,61.8,57.0
1.81,Premium,62.7,58.0
2.0,Premium,62.5,58.0
1.51,Fair,60.8,66.0
1.51,Premium,62.4,60.0
1.52,Premium,62.6,55.0
2.01,Premium,60.2,61.0
1.53,Premium,61.3,59.0
2.18,Premium,62.6,58.0
2.14,Premium,62.1,58.0
2.03,Premium,62.1,59.0
2.13,Premium,59.8,58.0
1.79,Premium,62.6,59.0
1.52,Premium,62.2,58.0
2.0,Premium,60.3,58.0
1.7,Premium,61.9,60.0
1.7,Premium,62.8,58.0
1.72,Premium,61.4,59.0
2.01,Premium,59.5,60.0
2.1,Fair,65.2,56.0
2.0,Premium,60.8,55.0
1.5,Premium,62.4,60.0
1.58,Premium,62.6,59.0
2.07,Fair,64.5,60.0
2.44,Premium,61.4,56.0
1.52,Premium,61.4,58.0
1.52,Premium,62.4,58.0
1.74,Premium,62.5,57.0
2.11,Premium,59.9,60.0
2.01,Premium,58.2,61.0
0.31,Premium,58.6,58.0
0.31,Premium,58.1,60.0
2.2,Premium,60.9,60.0
2.02,Premium,59.2,58.0
2.23,Premium,62.1,59.0
2.11,Premium,61.4,62.0
1.51,Premium,62.1,59.0
1.51,Premium,60.2,60.0
1.53,Premium,59.4,59.0
1.72,Premium,62.9,58.0
1.56,Premium,60.2,60.0
1.75,Premium,61.4,59.0
2.17,Premium,59.3,61.0
1.77,Premium,62.2,58.0
2.09,Premium,60.0,60.0
1.91,Premium,59.6,60.0
1.71,Premium,60.7,60.0
2.0,Premium,61.9,59.0
1.79,Premium,62.6,59.0
1.5,Premium,63.0,59.0
1.5,Premium,60.5,59.0
2.02,Premium,58.0,58.0
2.02,Premium,61.2,58.0
2.09,Premium,60.9,58.0
1.53,Premium,60.2,59.0
1.54,Premium,61.8,58.0
1.72,Premium,61.9,56.0
1.7,Premium,61.7,57.4
1.58,Premium,62.6,59.0
2.01,Premium,60.8,57.2
2.0,Premium,61.5,61.0
1.51,Premium,62.7,59.0
2.13,Premium,62.6,58.0
1.51,Premium,60.8,60.0
2.0,Premium,60.8,62.0
1.62,Premium,62.6,58.0
1.56,Premium,61.9,58.0
2.03,Premium,63.0,56.0
2.03,Premium,62.8,59.0
1.51,Premium,60.2,60.0
1.51,Premium,61.2,61.0
2.06,Premium,62.7,60.0
2.01,Premium,61.9,57.0
3.0,Premium,59.7,60.0
2.14,Premium,61.5,59.0
1.53,Premium,59.9,61.0
1.52,Premium,61.5,58.0
2.09,Premium,60.0,60.0
2.01,Premium,63.0,57.0
1.73,Premium,59.2,61.0
1.51,Premium,61.8,56.0
2.01,Premium,61.5,60.0
2.01,Premium,61.1,59.0
2.03,Premium,61.7,58.0
2.02,Premium,61.4,61.0
2.11,Premium,61.0,58.0
1.51,Premium,63.0,56.0
2.17,Premium,62.3,58.0
1.73,Premium,61.8,58.0
1.7,Premium,61.7,58.0
2.18,Premium,63.0,58.0
2.02,Premium,61.3,58.0
2.5,Fair,64.9,58.0
2.5,Fair,64.9,58.0
1.52,Premium,61.9,56.0
1.52,Premium,62.7,58.0
1.57,Premium,58.3,58.0
1.54,Premium,60.2,60.0
1.51,Premium,61.1,58.0
1.62,Premium,63.0,58.0
1.62,Premium,62.6,58.0
1.7,Premium,62.4,57.0
1.56,Premium,61.9,58.0
2.12,Premium,61.5,59.0
1.54,Premium,63.0,59.0
2.06,Premium,59.3,61.0
2.15,Premium,59.7,60.0
1.27,Premium,62.5,56.0
1.2,Premium,60.2,60.0
1.71,Premium,60.6,60.0
2.14,Premium,61.5,59.0
1.58,Premium,60.2,58.0
1.58,Premium,59.0,59.0
1.5,Premium,62.4,57.0
2.01,Premium,62.8,58.0
2.19,Premium,61.8,60.0
1.75,Premium,60.6,60.0
1.73,Premium,58.0,62.0
1.91,Premium,60.9,53.0
1.91,Premium,63.0,59.0
2.21,Premium,62.9,60.0
2.13,Fair,64.5,58.0
2.13,Premium,62.5,60.0
1.71,Premium,62.5,58.0
2.01,Fair,58.6,95.0
2.01,Premium,60.6,59.0
2.01,Premium,62.2,60.0
1.52,Premium,60.5,58.0
2.17,Premium,62.3,60.0
2.02,Fair,64.6,59.0
2.01,Premium,60.5,60.0
2.01,Premium,60.0,61.0
1.11,Premium,62.0,54.0
1.7,Premium,62.1,57.0
1.86,Premium,62.8,58.0
2.0,Premium,62.9,58.0
2.14,Premium,61.2,57.0
1.53,Premium,62.2,58.0
2.08,Premium,62.0,60.0
2.0,Fair,65.1,59.0
1.68,Premium,58.2,57.0
1.5,Premium,61.6,59.0
2.02,Premium,63.0,60.0
2.12,Premium,61.5,59.0
1.51,Premium,62.2,60.0
2.04,Premium,61.4,59.0
1.52,Premium,62.0,58.0
1.75,Premium,60.6,60.0
1.72,Premium,61.3,59.0
2.02,Fair,66.3,57.0
1.5,Premium,62.0,53.0
1.5,Premium,61.3,58.0
1.5,Premium,60.1,60.0
1.52,Premium,59.4,60.0
2.14,Premium,60.7,59.0
2.05,Premium,62.3,60.0
2.0,Premium,61.5,59.0
1.5,Fair,64.8,56.0
2.22,Premium,59.2,59.0
0.3,Fair,56.3,62.0
0.23,Premium,60.8,56.0
0.23,Premium,59.6,61.0
0.4,Premium,60.5,59.0
0.38,Premium,62.7,58.0
0.3,Premium,60.9,60.0
0.3,Premium,62.1,61.0
0.3,Premium,62.1,60.0
0.3,Premium,61.7,59.0
0.38,Premium,60.0,59.0
2.17,Premium,62.3,58.0
2.3,Premium,59.7,58.0
1.81,Premium,58.2,61.0
2.41,Premium,60.7,59.0
2.01,Premium,61.5,60.0
2.01,Premium,59.2,60.0
1.62,Premium,62.3,58.0
1.61,Premium,61.4,60.0
2.01,Fair,65.8,63.0
2.01,Fair,61.2,66.0
2.11,Premium,62.2,58.0
1.36,Premium,59.8,59.0
2.01,Premium,62.6,59.0
2.04,Premium,61.4,59.0
1.52,Premium,62.0,58.0
1.54,Premium,61.9,59.0
1.72,Premium,61.3,59.0
2.01,Premium,58.4,59.0
2.01,Premium,60.4,59.0
1.72,Fair,64.8,58.0
1.76,Premium,62.2,60.0
1.51,Premium,62.4,59.0
2.21,Premium,62.7,57.0
2.02,Premium,61.4,57.0
1.71,Premium,60.6,58.0
2.05,Premium,62.3,60.0
2.07,Premium,61.5,59.0
2.0,Premium,61.5,59.0
2.02,Premium,59.9,58.0
1.63,Premium,61.8,58.0
1.5,Premium,62.8,58.0
2.02,Premium,62.0,59.0
2.11,Premium,62.3,56.0
2.29,Fair,57.0,66.0
1.62,Premium,62.3,58.0
2.22,Premium,61.8,58.0
2.29,Premium,60.1,58.0
1.83,Premium,61.9,57.0
2.2,Premium,61.8,54.0
1.5,Premium,59.2,59.0
1.5,Premium,60.2,58.0
1.5,Premium,60.8,61.0
2.01,Fair,65.0,60.0
1.4,Premium,62.8,58.0
2.07,Premium,61.7,60.0
1.54,Premium,61.9,59.0
2.04,Premium,63.0,58.0
1.5,Premium,62.7,58.0
1.7,Premium,62.5,61.0
1.7,Premium,62.5,61.0
2.01,Premium,60.4,59.0
2.01,Fair,64.9,60.0
2.15,Premium,62.4,60.0
2.1,Premium,59.2,60.0
2.01,Premium,58.9,59.0
1.51,Premium,62.2,58.0
2.13,Premium,62.4,58.0
2.0,Fair,65.9,60.0
2.0,Fair,61.2,50.0
1.7,Premium,62.3,58.0
2.05,Premium,62.2,56.0
1.52,Premium,62.8,60.0
1.51,Premium,62.0,62.0
1.84,Premium,59.7,58.0
2.07,Premium,61.4,58.0
2.07,Premium,58.9,61.0
2.07,Premium,62.0,58.0
2.04,Premium,62.8,57.0
2.07,Premium,61.5,59.0
2.01,Premium,59.1,60.0
1.51,Premium,62.5,58.0
2.02,Premium,62.0,59.0
1.82,Premium,61.4,60.0
2.0,Premium,60.7,61.0
1.22,Premium,61.1,60.0
2.14,Fair,64.8,60.0
2.24,Premium,62.2,59.0
1.51,Premium,62.9,60.0
1.51,Premium,61.1,58.0
2.31,Premium,59.2,61.0
2.01,Premium,62.6,56.0
2.07,Premium,61.1,58.0
2.52,Fair,65.4,59.0
2.02,Premium,62.6,59.0
1.5,Fair,65.3,57.0
1.5,Premium,60.9,60.0
2.09,Premium,62.2,59.0
1.76,Premium,59.6,58.0
2.21,Premium,59.0,59.0
1.43,Premium,62.6,59.0
2.12,Premium,62.4,58.0
2.26,Premium,61.1,57.0
1.84,Premium,59.7,58.0
2.06,Premium,60.7,58.0
2.06,Premium,61.0,61.0
1.9,Premium,63.0,58.0
2.28,Premium,59.3,58.0
1.52,Premium,60.9,61.0
2.1,Premium,62.9,58.0
2.23,Premium,61.3,60.0
2.18,Premium,62.9,59.0
1.82,Premium,61.4,60.0
1.6,Premium,61.6,60.0
1.51,Premium,62.0,59.0
1.51,Premium,61.7,58.0
1.51,Premium,62.9,61.0
1.71,Premium,61.3,58.0
2.21,Premium,61.1,58.0
2.0,Premium,59.8,60.0
2.0,Premium,61.1,60.0
2.02,Premium,61.1,61.0
2.02,Premium,62.9,60.0
2.07,Premium,62.7,58.0
1.58,Premium,62.7,60.0
2.11,Premium,62.4,58.0
2.09,Premium,59.8,59.0
2.21,Premium,61.3,60.0
2.3,Premium,60.6,59.0
2.3,Premium,60.6,59.0
2.08,Premium,60.8,61.0
1.7,Premium,62.4,59.0
2.01,Premium,61.3,58.0
1.3,Premium,59.3,59.0
1.5,Premium,61.6,58.0
1.5,Premium,61.5,58.0
1.5,Premium,61.1,58.0
2.02,Fair,56.5,61.0
2.22,Premium,62.7,58.0
1.5,Premium,61.2,59.0
1.5,Premium,62.7,58.0
1.52,Premium,62.1,58.0
1.64,Premium,59.5,58.0
2.29,Premium,62.5,59.0
2.0,Premium,59.8,60.0
1.79,Premium,60.5,58.0
2.23,Premium,62.4,59.0
1.56,Premium,60.9,58.0
1.51,Premium,59.5,59.0
1.5,Premium,62.7,58.0
1.51,Premium,62.0,60.0
1.51,Premium,62.2,59.0
1.5,Premium,62.3,60.0
1.57,Premium,59.9,56.0
2.04,Premium,62.8,58.0
2.35,Premium,61.8,58.0
1.54,Premium,62.8,58.0
1.71,Premium,62.2,58.0
1.2,Premium,60.6,60.0
2.5,Fair,67.0,57.0
1.3,Premium,59.3,59.0
1.5,Premium,61.6,58.0
2.0,Premium,58.6,61.0
2.0,Fair,66.0,56.0
1.5,Premium,61.5,58.0
1.5,Premium,61.1,58.0
1.64,Premium,62.4,58.0
2.0,Fair,66.5,56.0
2.0,Premium,61.3,59.0
2.02,Premium,59.4,59.0
1.53,Premium,61.0,60.0
3.01,Premium,59.8,58.0
2.05,Premium,62.4,58.0
1.66,Premium,62.0,59.0
1.5,Premium,62.7,58.0
1.5,Premium,61.2,59.0
1.64,Premium,59.5,58.0
2.02,Premium,60.5,62.0
2.02,Premium,61.4,58.0
1.69,Premium,59.8,60.0
1.51,Premium,60.4,59.0
2.23,Premium,62.4,59.0
1.56,Premium,60.9,58.0
2.01,Premium,62.4,58.0
1.52,Premium,61.2,60.0
1.51,Premium,61.1,59.0
1.51,Premium,62.0,60.0
1.51,Premium,62.5,58.0
1.51,Premium,62.5,58.0
2.21,Premium,61.3,60.0
1.51,Premium,62.2,59.0
1.72,Premium,62.4,60.0
1.71,Premium,62.2,58.0
2.0,Premium,63.0,54.0
2.16,Premium,60.5,59.0
1.64,Premium,62.4,58.0
2.02,Premium,62.1,59.0
1.51,Premium,61.9,59.0
2.02,Premium,59.4,59.0
1.53,Premium,61.0,60.0
2.02,Premium,61.7,58.0
2.55,Premium,62.9,58.0
1.5,Premium,61.0,58.0
1.66,Premium,62.0,59.0
2.1,Premium,61.3,59.0
2.27,Premium,61.0,58.0
2.01,Premium,62.0,60.0
1.5,Premium,60.8,58.0
1.5,Premium,61.3,61.0
1.51,Premium,60.1,58.0
1.51,Premium,62.6,60.0
1.5,Premium,62.1,60.0
1.5,Premium,60.7,60.0
1.5,Premium,59.5,58.0
1.52,Premium,59.4,55.0
2.1,Premium,60.7,61.0
2.35,Premium,60.7,60.0
2.01,Fair,66.6,54.0
2.0,Premium,61.0,58.0
1.97,Premium,61.1,58.0
2.05,Premium,60.1,58.0
1.72,Premium,59.3,59.0
1.52,Premium,61.9,58.0
1.52,Premium,61.2,60.0
2.01,Premium,62.1,56.0
2.0,Fair,65.1,56.0
1.54,Premium,61.1,56.0
2.01,Premium,62.9,58.0
1.62,Premium,60.7,58.0
1.58,Premium,62.4,60.0
2.17,Premium,59.9,61.0
1.58,Premium,60.1,60.0
2.08,Premium,58.8,60.0
1.51,Premium,61.9,59.0
2.07,Premium,61.2,60.0
1.51,Premium,59.8,58.0
1.53,Premium,58.5,60.0
1.5,Premium,60.3,58.0
2.06,Premium,60.9,61.0
2.14,Premium,62.3,58.0
2.01,Premium,59.5,58.0
2.01,Premium,60.2,58.0
2.01,Premium,62.6,58.0
1.51,Premium,60.1,58.0
1.51,Premium,62.6,60.0
1.51,Premium,62.2,58.0
1.97,Premium,61.1,58.0
2.51,Premium,59.3,61.0
2.51,Premium,60.6,61.0
1.52,Premium,62.3,56.0
2.01,Premium,62.3,60.0
2.01,Premium,60.1,59.0
2.02,Premium,60.4,57.0
2.02,Premium,62.2,59.0
1.52,Premium,61.8,59.0
1.54,Premium,62.4,59.0
2.09,Premium,61.4,60.0
1.5,Premium,61.5,58.0
2.03,Premium,59.3,60.0
2.04,Premium,59.8,59.0
1.7,Premium,62.4,57.0
0.36,Premium,63.0,59.0
0.4,Fair,65.1,55.0
0.35,Premium,61.0,60.0
0.35,Premium,61.8,59.0
0.35,Premium,62.1,58.0
2.11,Premium,58.4,62.0
2.06,Premium,58.8,58.0
2.03,Fair,65.4,58.0
2.38,Premium,62.4,58.0
2.5,Fair,66.9,58.0
2.53,Premium,62.6,60.0
2.04,Premium,62.6,58.0
2.04,Premium,60.3,60.0
2.22,Premium,60.5,59.0
1.26,Premium,60.5,58.0
2.32,Premium,62.5,58.0
2.32,Premium,59.0,59.0
1.51,Premium,62.2,58.0
1.5,Premium,62.5,61.0
1.51,Premium,61.6,58.0
2.03,Fair,64.9,59.0
1.53,Premium,62.6,60.0
1.51,Premium,62.2,59.0
1.51,Premium,60.7,60.0
2.33,Premium,59.9,59.0
2.54,Premium,61.3,58.0
1.5,Premium,61.5,58.0
2.43,Premium,62.2,60.0
1.71,Premium,61.4,59.0
1.5,Premium,61.9,57.0
1.82,Premium,61.6,60.0
2.06,Fair,64.6,58.0
2.01,Premium,60.1,59.0
2.0,Premium,58.5,61.0
1.51,Premium,60.2,59.0
2.04,Premium,58.8,60.0
1.5,Premium,61.8,59.0
2.02,Premium,61.5,60.0
2.01,Fair,63.8,59.0
2.06,Premium,61.8,58.0
1.51,Premium,61.6,58.0
1.62,Premium,61.1,60.0
1.61,Premium,61.6,61.0
2.37,Premium,61.6,56.0
1.21,Premium,61.1,59.0
1.51,Premium,60.7,60.0
1.51,Premium,62.6,60.0
1.51,Premium,62.2,59.0
1.58,Premium,62.4,56.0
1.7,Fair,64.5,58.0
2.06,Premium,62.4,59.0
1.71,Premium,61.4,59.0
2.23,Premium,61.0,58.0
1.71,Premium,59.1,58.0
2.04,Premium,58.0,59.0
1.72,Premium,62.0,58.0
2.04,Premium,62.1,59.0
1.79,Premium,62.6,56.0
2.0,Premium,59.3,60.0
2.0,Premium,59.0,62.0
1.5,Premium,62.6,58.0
1.5,Premium,61.8,59.0
2.08,Premium,60.3,59.0
2.27,Premium,62.5,59.0
2.01,Premium,59.4,62.0
2.04,Premium,60.8,58.0
2.08,Premium,62.3,58.0
2.01,Premium,61.2,58.0
2.01,Fair,62.1,66.0
1.82,Premium,62.0,59.0
1.26,Premium,59.8,59.0
1.62,Premium,61.1,60.0
2.47,Premium,62.5,56.0
2.05,Premium,62.5,60.0
2.43,Fair,64.5,57.0
2.06,Premium,61.0,59.0
2.06,Premium,60.1,58.0
1.54,Premium,62.3,58.0
2.1,Premium,61.5,57.0
2.02,Premium,63.0,59.0
1.51,Premium,60.1,58.0
2.48,Fair,56.7,66.0
2.8,Premium,61.1,59.0
2.19,Premium,60.8,60.0
2.09,Premium,61.2,59.0
1.5,Premium,60.2,59.0
2.07,Premium,60.5,60.0
2.2,Premium,61.7,59.0
2.08,Premium,60.3,59.0
2.05,Premium,60.1,58.0
2.03,Premium,59.9,58.0
2.0,Premium,62.0,56.0
2.12,Premium,60.6,59.0
1.7,Premium,61.9,59.0
1.5,Premium,61.8,60.0
2.01,Premium,61.8,59.0
2.05,Premium,62.5,60.0
2.13,Premium,59.6,59.0
1.59,Premium,62.3,59.0
2.01,Premium,63.0,59.0
2.01,Premium,62.3,60.0
2.53,Premium,61.1,57.0
1.73,Premium,62.8,57.0
1.51,Fair,66.0,57.0
1.5,Premium,62.3,58.0
1.82,Premium,62.7,58.0
1.51,Premium,60.9,58.0
2.19,Premium,60.8,60.0
2.19,Premium,62.5,58.0
2.1,Premium,62.6,56.0
1.54,Premium,62.7,58.0
2.22,Premium,62.9,59.0
1.54,Premium,60.8,58.0
2.01,Premium,60.1,59.0
1.62,Premium,59.4,58.0
2.11,Premium,58.7,60.0
2.2,Premium,61.7,59.0
2.0,Premium,63.0,59.0
1.53,Premium,60.3,58.0
2.04,Premium,60.7,62.0
4.01,Premium,61.0,61.0
4.01,Premium,62.5,62.0
1.02,Premium,61.5,60.0
2.12,Premium,60.6,59.0
2.2,Premium,63.0,59.0
1.7,Premium,61.9,59.0
0.35,Premium,60.9,58.0
0.34,Premium,58.1,61.0
0.32,Premium,59.2,59.0
0.32,Premium,61.7,58.0
1.5,Premium,61.8,60.0
2.41,Premium,58.7,61.0
1.59,Premium,62.3,59.0
1.51,Premium,59.1,60.0
1.77,Premium,61.6,58.0
2.11,Fair,67.2,60.0
2.05,Premium,61.6,59.0
2.05,Premium,61.6,59.0
1.5,Premium,62.3,58.0
1.51,Premium,60.9,58.0
2.0,Premium,60.7,60.0
1.54,Premium,62.7,58.0
2.41,Premium,61.1,60.0
2.08,Premium,61.2,58.0
2.03,Premium,61.9,59.0
2.31,Premium,61.1,60.0
1.54,Premium,60.8,58.0
2.0,Fair,65.7,60.0
1.5,Premium,59.6,60.0
2.09,Premium,60.8,59.0
2.0,Fair,70.2,57.0
1.53,Premium,62.5,60.0
2.29,Premium,62.4,60.0
1.02,Premium,61.5,60.0
2.24,Premium,61.9,58.0
2.01,Premium,62.1,59.0
2.07,Premium,59.4,61.0
2.06,Premium,58.4,55.0
1.75,Premium,60.3,61.0
2.01,Premium,62.6,58.0
2.25,Premium,61.3,58.0
2.04,Premium,62.7,60.0
1.52,Premium,62.9,59.0
2.28,Premium,62.5,58.0
2.75,Premium,60.5,61.0
2.14,Premium,59.3,59.0
1.51,Premium,62.2,58.0
1.61,Premium,62.3,59.0
2.26,Premium,61.3,60.0
2.0,Premium,59.7,61.0
2.0,Premium,60.7,60.0
1.78,Premium,60.2,59.0
1.59,Premium,60.2,60.0
2.18,Premium,60.1,58.0
2.01,Premium,61.5,62.0
1.5,Premium,59.6,60.0
2.0,Premium,60.1,62.0
2.06,Premium,60.8,60.0
2.02,Premium,61.0,58.0
2.14,Premium,59.5,59.0
1.53,Premium,62.5,60.0
2.24,Premium,61.9,58.0
2.06,Premium,61.0,58.0
2.01,Premium,62.1,59.0
1.52,Premium,61.0,58.0
2.01,Premium,61.1,61.0
2.01,Premium,62.4,61.0
2.01,Premium,60.9,60.0
1.51,Premium,61.7,58.0
2.0,Fair,59.9,61.0
2.0,Fair,64.8,58.0
2.04,Premium,60.2,59.0
2.14,Premium,59.3,59.0
2.01,Premium,59.4,58.0
2.01,Fair,65.6,56.0
1.7,Premium,62.6,61.0
1.51,Premium,61.7,59.0
1.5,Fair,65.4,57.0
1.78,Premium,60.2,59.0
1.59,Premium,60.2,60.0
2.02,Premium,61.4,59.0
2.1,Premium,59.9,61.0
2.01,Fair,59.4,66.0
2.04,Premium,60.3,59.0
2.01,Premium,62.8,59.0
2.0,Premium,59.5,62.0
2.08,Premium,62.2,58.0
1.7,Premium,62.3,57.0
1.71,Premium,59.3,60.0
1.04,Premium,60.6,56.0
2.01,Premium,62.2,61.0
2.03,Premium,61.4,58.0
1.2,Premium,62.1,59.0
2.02,Fair,56.2,61.0
2.01,Premium,62.4,61.0
1.5,Premium,62.2,60.0
2.06,Premium,60.8,60.0
2.01,Fair,66.3,57.0
2.15,Premium,58.9,58.0
2.11,Premium,59.1,59.0
2.04,Premium,62.7,56.0
2.0,Fair,65.6,58.0
2.01,Premium,62.3,58.0
2.52,Fair,65.1,56.0
2.27,Premium,60.7,59.0
1.52,Premium,61.4,58.0
1.7,Premium,59.0,58.0
2.19,Premium,62.3,62.0
1.72,Premium,61.1,58.0
1.55,Premium,61.6,56.0
1.7,Premium,60.1,58.0
1.7,Premium,61.8,58.0
1.76,Premium,60.5,58.0
1.28,Premium,59.8,59.0
2.02,Premium,62.9,59.0
2.34,Premium,61.7,60.0
2.1,Premium,61.5,59.0
2.4,Fair,65.4,56.0
2.1,Fair,64.7,61.0
2.01,Premium,62.2,58.0
2.05,Premium,61.2,57.0
2.01,Premium,59.5,59.0
0.32,Premium,60.6,59.0
0.32,Premium,61.3,60.0
0.32,Premium,60.6,60.0
0.32,Premium,62.1,58.0
0.32,Premium,59.7,59.0
0.32,Premium,61.4,60.0
1.5,Premium,62.2,60.0
2.08,Premium,62.3,59.0
2.01,Fair,66.1,53.0
1.69,Premium,62.9,58.0
2.05,Premium,62.5,59.0
2.0,Premium,62.1,59.0
2.2,Premium,60.4,60.0
2.01,Premium,61.1,61.0
2.14,Premium,61.3,61.0
2.14,Premium,60.1,58.0
2.01,Premium,62.3,58.0
2.39,Premium,61.8,58.0
2.01,Premium,63.0,59.0
2.4,Premium,59.7,58.0
2.03,Premium,61.6,58.0
2.5,Premium,62.4,59.0
2.01,Premium,60.3,62.0
2.01,Premium,60.3,62.0
1.7,Premium,60.3,60.0
1.7,Premium,59.0,58.0
1.72,Premium,61.1,58.0
2.06,Premium,59.8,61.0
1.52,Premium,60.4,59.0
3.4,Fair,66.8,52.0
1.55,Premium,62.0,60.0
2.21,Premium,60.7,62.0
2.01,Premium,59.8,58.0
1.54,Premium,62.2,59.0
2.0,Premium,60.1,61.0
2.0,Premium,58.1,60.0
2.02,Premium,61.3,60.0
1.55,Premium,61.5,58.0
2.3,Premium,62.7,56.0
2.07,Premium,62.3,60.0
2.02,Premium,59.9,55.0
2.25,Premium,61.8,61.0
2.37,Premium,62.3,57.0
1.5,Premium,62.5,58.0
2.23,Premium,61.7,58.0
2.0,Premium,62.8,56.0
1.53,Premium,61.6,58.0
2.01,Premium,58.7,54.0
1.6,Premium,60.6,60.0
2.0,Premium,58.6,62.0
2.03,Premium,61.6,58.0
2.01,Fair,66.9,57.0
1.51,Premium,61.3,58.0
2.24,Premium,62.5,59.0
2.06,Premium,60.0,60.0
2.31,Premium,62.1,58.0
1.52,Premium,60.4,59.0
2.1,Premium,60.9,57.4
1.62,Premium,61.3,57.0
1.7,Premium,60.9,60.0
1.55,Premium,61.5,58.0
2.01,Premium,61.6,61.0
1.5,Premium,62.5,58.0
1.98,Premium,62.5,58.0
2.28,Premium,60.3,58.0
1.52,Premium,60.1,59.0
2.2,Premium,62.4,55.0
2.02,Premium,62.5,59.0
3.67,Premium,62.4,56.0
2.58,Premium,62.6,57.0
2.42,Premium,62.3,58.0
2.42,Premium,58.5,59.0
2.42,Premium,62.4,58.0
1.6,Premium,60.6,60.0
1.75,Premium,62.8,59.0
1.87,Premium,61.9,58.0
